doi,scopus_eid,scopus_citas,scopus_tipo_doc,scopus_keywords,scopus_abstract,scopus_issn,scopus_revista
10.1111/arcm.12862,2-s2.0-85150803358,7,Article,Andean societies; ecological interactions; enteroparasites; Iluga Túmulos; parasitosis; zooarcheology; zoonosis,"Faunal remains from archeological sites worldwide, especially feces and regurgitated pellets, are usually subjected to paleoparasitological examination, allowing the identification of past animal parasites. In this study, we analyzed 10 samples of South American camelid dung, which played an important role for the ancient human groups in the South-Central Andes, dated between 341 and 1635 calCE, from the Iluga Túmulos site (Pampa del Tamarugal, Tarapacá region, Atacama Desert, Chile). Microscopy examination revealed parasite remains in seven samples, in which oocysts of Eimeria macusaniensis and eggs of Lamanema chavezi/Nematodirus lamae, Trichuris sp., Moniezia sp., capillariids, strongylids, and unidentified nematodes were found. Although some of these species pose a potential health risk to camelids, most are not considered to be of major zoonotic importance, which could explain the absence of these parasites on human coprolites from this site analyzed previously. This first paleoparasitological study on camelid fecal remains from northern Chile sheds light on the occurrence of gastrointestinal parasites and its relationship with Andean ancient human populations and the environment.",14754754 0003813X,Archaeometry
10.5354/2735-7279.2023.70219,NA,NA,NA,NA,NA,NA,NA
10.1177/09593535221143595,2-s2.0-85161705828,6,Article,childhood public policies; Chile; epistemological violence; institutional trauma; recognition; vulnerability,"Since the return to democracy in Chile in 1990, public policies for institutionalized children have progressively adopted the theory of vulnerability, with disastrous results. To expose the violence implied in the vulnerability theory, the article proposes a framework composed of the concept of epistemological violence, the theory of recognition, and the feminist psychological theory of institutional trauma to analyze and interpret public policies for children. This theoretical approach allows us to unveil how the institutional use of vulnerability has become a standardized and naturalized mechanism of violence that (re)produces the trauma the public policies seek to interrupt. In this way, we make visible a chain of failures that provoke severe traumas that drastically reduce their capacity for agency and future opportunities, especially in institutionalized girls and adolescents. The theoretical proposal contributes to future research about social politics, systems, and programs of childhood protection based on rights. We conclude by identifying some limitations and theoretical challenges.",14617161 09593535,Feminism and Psychology
10.1093/oxfordhb/9780190870362.013.2,2-s2.0-85174763220,3,Book Chapter,Democratization; Identity; Model of modernity; New Social Movements; Non-material demands; Socio-political matrix,"During the 1970s and 1980s, collective action showed several new traits that generated a debate on studying social movements. These are the distance that social movements were having with the political system, the importance of normative claims and non-material demands, the middle-class social composition, and the centrality of identity. Around these characteristics emerged the concept and study of “New Social Movements” (NSMs), and the attempts not only to understand their ways of action, but also the changes in society that could explain their emergence in contraposition to “traditional movements.” In Latin America, the NSMs concept was due to a new political context, mainly explained by the rise of dictatorships and new links that developed between state and society. The latter describes a different cause than that which started the discussion in Europe and North America. During the 1980s, when the debates started in the region, there were no signs of change in the economic or class structure as it seemed to have happened in the First World. Instead, the decomposition of the socio-political matrix and traditional developmentalist state is more relevant to explain the emergence of NSMs in Latin America. Because of the latter, understanding these movements’ nature draws the attention to certain specificities of the societies in which they unfold, and how movements defy them.",NA,The Oxford Handbook of Latin American Social Movements
10.1186/s12888-023-05417-0,2-s2.0-85179322892,6,Article,Argentina; Chile; Cultural adaptation; Delphi study; Mental health first aid (MHFA); Suicide risk,"Background: Suicide continues to pose a significant global public health challenge and ranks as one of the leading causes of death worldwide. Given the prevalence of suicide risk in the community, there is a significant likelihood of encountering individuals who may be experiencing suicidal thoughts or plans, creating an opening for non-health professionals to offer support. This study aims to culturally adapt the original Australian Mental Health First Aid Guidelines for suicide risk to the Chilean and Argentine context. Methods: A two-round Delphi expert consensus study was conducted involving two panels, one comprising individuals with personal experience in suicide thoughts/attempts or caregiving for those with such experiences (n = 18), and the other consisting of professionals specialized in suicide assessment and support for individuals at risk (n = 25). They rated a total of 179 items mainly derived from guidelines developed by Australian experts and translated into Spanish (168), and new items included by the research team (11). The panel members were requested to assess each item utilizing a five-point Likert scale. During the second round, items that received moderate approval in the initial round were re-evaluated, and new items suggested by the local experts in the first round were also subjected to evaluation in the next round. Inclusion in the final guidelines required an 80% endorsement as “essential” or “important” from both panels. Results: Consensus of approval was reached for 189 statements. Among these, 139 statements were derived from the English-language guidelines, while 50 locally generated statements were accepted during the second round. A significant difference from the original guideline was identified concerning the local experts’ reluctance to discuss actions collaboratively with adolescents. Furthermore, the local experts proposed the inclusion of an entirely new section addressing suicide risk in older individuals, particularly focusing on suicide methods and warning signs. Conclusions: A Delphi expert consensus study was conducted to culturally adapt mental health first aid guidelines for assessing suicide risk in Chile and Argentina. This study involved professionals and individuals with lived experience. While many items were endorsed, some related to inquiring about suicide risk and autonomy, particularly for adolescents, were not. An additional section for older individuals was introduced. Future research should explore the implementation and impact of these adapted guidelines in training courses. This is vital for enhancing mental health support and implementing effective suicide prevention strategies in Chile and Argentina.",1471244X,BMC Psychiatry
10.1002/ajpa.24707,2-s2.0-85148706948,0,Article,cusp 6; Pan troglodytes; Taï National Park; topography,"Objectives: Chimpanzees (Pan troglodytes) possess a relatively generalized molar morphology allowing them to access a wide range of foods. Comparisons of crown and cusp morphology among the four subspecies have suggested relatively large intraspecific variability. Here, we compare molar crown traits and cusp wear of two geographically close populations of Western chimpanzees, P. t. verus, to provide further information on intraspecific dental variability. Materials and Methods: Micro-CT reconstructions of high-resolution replicas of first and second molars of two Western chimpanzee populations from Ivory Coast (Taï National Park) and Liberia, respectively were used for this study. First, we analyzed projected tooth and cusp 2D areas as well as the occurrence of cusp six (C6) on lower molars. Second, we quantified the molar cusp wear three-dimensionally to infer how the individual cusps alter with advancing wear. Results: Both populations are similar in their molar crown morphology, except for a higher appearance rate of a C6 in Taï chimpanzees. In Taï chimpanzees, lingual cusps of upper molars and buccal cusps of lower molars possess an advanced wear pattern compared to the remaining cusps, while in Liberian chimpanzees this wear gradient is less pronounced. Discussion: The similar crown morphology between both populations fits with previous descriptions for Western chimpanzees and provides additional data on dental variation within this subspecies. The wear pattern of the Taï chimpanzees are in concordance with their observed tool rather than tooth use to open nuts/seeds, while the Liberian chimpanzees may have consumed hard food items crushed between their molars.",26927691,American Journal of Biological Anthropology
.no tiene,NA,NA,NA,NA,NA,NA,NA
10.1080/17445647.2023.2217514,2-s2.0-85163210750,7,Article,environmental injustice; environmental sociology; extractivism; governance; Social sciences,"The aim of this study is to territorially link the distribution of mining tailings and multi-dimensional poverty at a local level. For this purpose, a database was constructed with governmental information regarding municipalities that present tailings, and subsequently, identified their levels of multidimensional poverty. The results show: (i) the presence of tailings throughout the national territory, although their greater concentration is found in the country's center-north; (ii) that the majority of tailings at the national level is located in socially and economically disadvantaged municipalities; and (iii) that only 4 municipalities concentrate 321 of the 757 tailings, which represent 42,4% of the national total. This information allows us to conclude that the task of surveying and remediating mining tailings is a national governance challenge and that in order to address it, the context and the social injustice it causes must be considered.",17445647,Journal of Maps
10.1002/ejsp.2968,2-s2.0-85164174460,21,Article,conspiracy theories; country-level variables; COVID-19; individual-level variables; machine learning,"Psychological research on the predictors of conspiracy theorizing—explaining important social and political events or circumstances as secret plots by malevolent groups—has flourished in recent years. However, research has typically examined only a small number of predictors in one, or a small number of, national contexts. Such approaches make it difficult to examine the relative importance of predictors, and risk overlooking some potentially relevant variables altogether. To overcome this limitation, the present study used machine learning to rank-order the importance of 115 individual- and country-level variables in predicting conspiracy theorizing. Data were collected from 56,072 respondents across 28 countries during the early weeks of the COVID-19 pandemic. Echoing previous findings, important predictors at the individual level included societal discontent, paranoia, and personal struggle. Contrary to prior research, important country-level predictors included indicators of political stability and effective government COVID response, which suggests that conspiracy theorizing may thrive in relatively well-functioning democracies.",10990992 00462772,European Journal of Social Psychology
10.5354/0719-0581.2023.73787 ,NA,NA,NA,NA,NA,NA,NA
10.1007/s00146-020-01138-0,2-s2.0-85099562409,0,Article,Mediated communication; Mental health; Social good; Tablet-mediated learning; Tacit engagement,"We discuss the effectiveness of mediated communication (internet communication via a computer tablet) and tacit engagement in a Project on mental health. The project is aimed at improving the wellbeing of adult women living with chronic mental disorders in long-term psychiatric internment. The computer tablets act as ""portals"" to provide access and conatct with the outside world for patients who have poor (if any) external social support. This support includes a patient-centred psycho-social care, and accompanying clinical and pharmaceutical treatment. Both patients and their relatives accepted the benefits of internet mediation, for very different reasons. For the patient, this is a flash of contact with humanity, and for the relatives the internet communication this proved to be an alternative to the need for physical proximity. As some patients had no relatives or friends to communicate (even remotely) with the outside world, and because there is a school next door to the clinic, we visualized that the communication between these two communities could provide both a therapeutic and poetic act of learning and compassion. The electronic portal could serve as a virtual bridge between two forbidden domains. Although awareness of students of the nearby school was raised about mental health, the use of internet mediation devoid of physical proximity made the students suspicious of the goal of the mediation. From the patient's side, however, each contact was an instance of joy. Several issues were raised from this exercise.",14355655 09515666,AI and Society
10.1016/j.jbtep.2023.101886,2-s2.0-85162108339,1,Article,Anxious proneness; Anxious vulnerability; Experimental psychopathology; Human fear conditioning,"Background and objectives: Early aversive experiences, which have been associated with elevated anxiety and intolerance of uncertainty (IUS), may contribute negatively to fear conditioning learning. The aim of the present study was to analyze the relation among individual differences in childhood maltreatment experiences, trait anxiety, and IUS in adulthood; and to determine how these variables could affect fear learning discrimination and avoidance generalization. Methods: We adapted an avoidance procedure in an online fear learning task. Two pictures of different lamp colors (CS+) were first associated with two aversive images (US), while a third color was not (CS-). Next, clicking a button during one CS + could effectively avoid the US (CS + av), but not during the other (CS + unav). Finally, avoidance generalization was tested to lamp colors that were between CS- and CS + av (safety dimension) and CS + av and CS + unav (avoidability dimension). With a sample of 67 participants, we measured ratings of relief, expectancy, and anxiety, as well as button presses and individual differences (STAI, IUS and MAES). Results: Aversive early experiences were positively related to trait anxiety and intolerance of uncertainty. The results of the task further suggested that maltreatment experience contributes to be more attentive to aversive signals, which could be implicated in leading to difficulties in discrimination learning. Limitations: Online experiments implies some loss of control over subjects and environment that can threaten internal validity. Likewise, the commitment of participants may be low. Conclusions: Results suggest that early aversive experience and anxiety could contribute to the development of IUS, which likely contributes to the development of avoidance behavior.",18737943 00057916,Journal of Behavior Therapy and Experimental Psychiatry
10.1007/s11422-023-10157-4,2-s2.0-85148344498,21,Article,Anti-oppressive curriculum integration; Climate change education; Climate crisis; Curriculum integration,"This article advances a dialogue for understanding curriculum integration as a form of radical pedagogy, starting from science education in times of climate crisis. The paper weaves Paulo Freire’s work about a radical form of emancipatory pedagogy, bell hooks’s proposal to transgress boundaries in teaching, and the landscape of identities for science persons in order to embrace a radical pedagogy for facing the climate crisis: an anti-oppressive curriculum integration practice. The issue of climate change education is discussed in its challenges as we present some findings about the role of policy in incorporating climate change in education in Chile and the experience of a teacher, Nataly, coauthor in this work, integrating curriculum as an action-research project. We propose that an anti-oppressive curriculum integration emerges from converging two approaches: curriculum design intended for sustaining democratic societies and thematic investigations proposed for liberatory practices of the oppressed.",18711510 18711502,Cultural Studies of Science Education
10.1002/capr.12714,2-s2.0-85176124970,2,Article,children and adolescents; narratives; professional experiences; psychotherapists; psychotherapy; sexual abuse,"Background: Studies delving into the personal and professional experiences of psychotherapists working with children and adolescents who have been sexually abused are scarce and mostly cross-sectional. Aim: The present qualitative longitudinal study aimed to describe the narratives that therapists construct about their personal and professional experiences of working with children and/or adolescents who have been victims of sexual aggression during different moments of the psychotherapeutic process. Method: Eight psychologists were interviewed and asked about the psychotherapy of 12 cases they were developing. These cases were of children and adolescents who had been sexually abused. Each participant was interviewed at different moments of the cases' psychotherapy (6 months into the process, 12 months into the process and once more at the end of therapy for those who received therapy for longer than 12 months). A total of 34 interviews were conducted and studied through narrative analysis. Results: Three major themes involving the personal and professional experiences of psychotherapists emerged: regarding the patient and their family; regarding the institutional context; and regarding the personal/professional experience. Also, identified and analysed convergences and divergences that appear within these themes at different points in the participants' interviews are highlighted. Discussion: The findings suggest that therapists manage to navigate the most complex and distressing aspects of each intervention case in the earlier moments of the psychotherapeutic process and later are likely to have an emotional connection with pleasant or satisfactory elements in their work and are likely to end treatment with an appreciation for the learning experiences they have had working with challenging cases and a sense of amazement at the resources and resilience of the children and adolescents they work with.",17461405 14733145,Counselling and Psychotherapy Research
10.1186/s12888-024-05631-4,2-s2.0-85190705514,2,Article,Argentina; Chile; Cultural adaptation; Delphi study; Mental health first aid (MHFA); Trauma,"Background: Exposure to potentially traumatic events increases the risk of a person developing a mental disorder. Training community members to offer support to a person during and after a traumatic situation may help lower this risk. This study reports on the cultural adaptation of Australian mental health first aid guidelines for individuals exposed to a potentially traumatic event to the Chilean and Argentinian context. Methods: A Delphi expert consensus study was conducted with two panels of experts, one of people with lived experience of trauma (either their own or as a carer; n = 26) and another one of health professionals (n = 41). A total of 158 items, drawn from guidelines developed by Australian experts in 2019, were translated to Spanish and evaluated in a two-round survey process. The panellists were asked to rate each item on a five-point Likert scale; statements were included in the final guidelines if 80% of both panels endorsed the item as “essential” or “important”. Results: Consensus was achieved on 142 statements over two survey rounds. A total of 102 statements were included from the English-language guidelines, and 40 locally generated statements were accepted in the second round. Local experts endorsed a larger number of items compared to their counterparts in Australia and emphasised the importance of acknowledging the first aider’s limitations, both personally and as part of their helping role. Additional items about working as a team with other first responders and considering helping the person’s significant others were endorsed by the local panellists. Conclusions: The study showed a high level of acceptance of the original actions suggested for inclusion in the guidelines for Australia, but also a significant number of new statements that highlight the importance of the adaptation process. Further research on the dissemination of these guidelines into a Mental Health First Aid training course for Chile and Argentina is still required.",1471244X,BMC Psychiatry
10.1080/09575146.2024.2379026,2-s2.0-85200793597,0,Article,Early childhood teachers; participation; professional associations; professionalism; teacher unions,"This article explains how early childhood education (ECE) teachers in Chile participate in ECE teachers’ Professional Associations and Unions (ECEPAUs), building professionalism amid a constraining context composed of an entirely feminized workforce, and educational policies influenced by neoliberalism. Following the Constructivist-Grounded Theory (CGT) abductive approach, this is a single holistic case study with a sample of ECE teachers participating in ECEPAUs. Data collection drew on individual in-depth interviews and discussion groups; the analysis was developed through Constant Comparison coding. Findings show an assemblage of four ECE teachers’ participation profiles in ECEPAUs; each one is shaped by the crossing of two axes: “Agency” and “ECE field.” These profiles are termed Communalist, Representativist, Field-centered, and Child-centered. To conclude, we discuss how these profiles, despite having some trappings of the definitions of professionalism usually described in the literature, do not have a one-to-one correspondence with the latter. This implies that these four profiles show that ECE teachers’ participation in ECEPAUs is not tied to the monolithic approach toward professionalism imposed by standardization and accountability. Optimistically, this loose-connectedness of teachers’ participation among ECEPAUs assembles an alternative ecosystem to navigate the constraining context but also may reflect the fragility of professionalism in the ECE field caused by fragmentation.",14724421 09575146,Early Years
10.11144/JAVERIANA.UPSY23.PDCP,2-s2.0-105001384155,0,Article,afecto; affect; bienestar; collective disempowerment; comportamiento prosocial; COVID-19; COVID-19; desempoderamiento colectivo; prosocial behavior; well-being,"Overcoming the COVID-19 pandemic, which resulted in great loss of life worldwide and shook the global economy, required individuals’ willingness and ability to behave prosocially. To contribute to the understanding of predictors of prosociality, we used multilevel models to test three previously established pathways to prosocial behavior, which we call the “broaden and build”, compensation, and incapacity pathways. We also tested whether these three paths are mediated by general wellbeing, and moderated by collective disempowerment, i.e., individuals’ belief that external societal forces have made it harder for people like them to function effectively. Participants from 39 countries (N= 59987) were surveyed on their willingness to engage in prosocial behaviors in the context of the pandemic. The “broaden and build” pathway was supported: positive affect was associated with willingness to engage in prosocial behavior via higher well-being. Two (in)capacity paths were also supported: financial strain and negative affect were both negatively associated with prosociality via lower well-being. A compensation pathway was also observed: Controlling for lower well-being, negative affect was associated with greater prosociality. Finally, differences in disempowerment moderated the affective pathways: higher disempowerment strengthened the positive association of positive affect with prosociality via well-being, and buffered the negative affect incapacity path.",20112777 16579267,Universitas Psychologica
10.20960/nh.04923,2-s2.0-85200837589,3,Article,Environment; Food; Women,"Introduction: this project studied the roles played in the food cycle within the domestic environment, revisiting the concept of the ""food gate-keeper"". Methods: information was obtained from 10 ethnographies and 24 in-depth interviews with people responsible for food tasks in low-income households in Santiago, Chile, during the pandemic. A thematic analysis was conducted from the framework of food environments and gender. Results: the results showed that the time allocated to the food cycle is highly unequal between genders and women are held responsible for the nutritional well-being of families. This role entails putting the feeding of others before their own. Conclusions: in conclusion, the need to consider the distribution of roles in nutritional health interventions is emphasized, avoiding reproducing risky practices for health and quality of life of food gatekeepers, by overexerting them under the justification of effectiveness in the transmission of healthy habits to families.",16995198 02121611,Nutricion Hospitalaria
10.17141/letrasverdes.36.2024.6122,NA,NA,NA,NA,NA,NA,NA
10.1017/laq.2022.84,2-s2.0-85188631374,1,Article,economic intensification; hunter-gatherers; Middle Holocene; Puna de Atacama,"We present the results of our research at two archaeological sites from the Middle Holocene period located in the upper basin of the Loa River (northern Chile), known as Alero Huiculunche and Corte de La Damiana. The work carried out included stratigraphic excavations, radiocarbon dating, and lithic and zooarchaeological analysis. The radiocarbon dates obtained allow the development of a Bayesian chronological model, from which the most probable temporal limits of occupation are defined for each settlement and for its stratigraphic units. The occupation of Alero Huiculunche is shown earlier than in Corte de La Damiana, although the model reveals a high probability of a brief coexistence between the populations of both sites. Lithic and zooarchaeological analyses suggest that both sites are base camps, with repeated but possibly intermittent occupation, although the Alero Huiculunche occupations appear to be less intense or recurrent than those of Corte de La Damiana. Overall, the evidence points to the existence of increasing economic intensification between approximately 8000 and 5500 cal BP, which evolve into a settlement system with greater stability and occupational density from 6500 cal BP.",10456635,Latin American Antiquity
10.30849/ripijp.v58i3.1981,2-s2.0-85213520666,1,Article,History; ISSN; journal; Psychology; socio-bibliometrics,"The objective of this paper is to present an analysis of the main bibliometric indicators of psychology journals in Peru. The method used was socio-bibliometrics, and the sample consisted of journals with the International Standard Serials Number (ISSN). The results of the analysis of the bibliometric indicators are the following: 1) Journals, 20 Psychology Journals in Peru have a physical and/or electronic ISSN code, 13 journals are published in the city of Lima, the capital of Peru, and 7 are published in the provinces. The highest growth occurred between 2011 and 2017, when 12 new journals were founded. 2) Periodicity, currently 13 journals are active, 12 of them are published biannually. 3) Editorial board, 17 journals have an editorial board, there is a predominance of males (55%) in the editorial committees of psychology journals in Peru. Fifty percent of the editorial board members have an international background. 4) Publication process, 13 journals have an open call for papers all year round and have publication standards for authors. 5) Content, empirical and theoretical articles are the most published by psychology journals in Peru, 11 journals publish only in Spanish. Most journals publish an average of 6 to 12.5 articles per issue. 6) Dissemination, 13 journals do not have any social network for the dissemination of their activities, 11 journals are indexed in Latindex, only one journal is indexed in Scopus and no journal is indexed in WOS.",00349690,Interamerican Journal of Psychology
10.4324/9781003422402-9,2-s2.0-85191120469,0,Book Chapter,NA,"This chapter examines the current state of social work education in Chile, focusing on five interconnected issues that have shaped the field: neoliberal democracy and public policies, the development of social work, teaching prospects, increased inequality and exclusion, and intervention with social movements, immigration, and ethnic identities. Drawing on a range of sources, including academic research, policy documents, and practitioner perspectives, we explore the challenges and opportunities facing social work educators in Chile, and consider how these might be addressed in the years ahead. Our analysis highlights the need for greater attention to be paid to the theoretical underpinnings of social work practice, and the importance of developing more participatory and inclusive approaches to teaching and learning. We also argue that social work educators must be more proactive in engaging with wider social and political debates, and in advocating for the rights of marginalized and excluded groups. Overall, we suggest that social work education in Chile has historically played a key role in promoting social justice and human rights, but that in the future this will require sustained effort and commitment from all those involved in the field.",NA,The Routledge International Handbook of Social Work Teaching
10.1177/0094582X241230040,2-s2.0-85190893470,4,Article,Agricultural production; Chile; Peasants; Reconversion; Water conflicts,"The article addresses the trajectory and adaptative process of Chilean peasant agriculture from the mid-1970s to 2020. Our hypothesis is that peasant agricultural production has been forced into a process of permanent reconversion, which takes place every time a new agrarian policy is defined. Based on a review of secondary data, interviews, documents and other studies on agrarian transformation, we undertake a sociohistorical analysis of the adaptative process of peasant agriculture to these changes in the irrigated valleys of Chile’s central area. We also address the role played by the state in these developments. Our analysis highlights the difficulties of adapting to the neoliberal modernization process, as well as the most recent problems involving drought and the dispute over water in the central valley.",1552678X 0094582X,Latin American Perspectives
10.21865/RIDEP71.1.14,2-s2.0-85186609102,0,Article,sex education program; tension for change; Tension for Change Scale,"One of the key elements in the implementation of interventions is the Tension for Change (TC). This refers to the level at which a situation is intolerable or requires a change, implying an openness to intervention. This study evaluates the psychometric properties of an instrument to measure TC towards a sexual education program in students; and measured its level in this group.The factor structure of an ad hoc scale to assess TC was designed, identified and confirmed. The AFE established a two-factor structure: ""desire for change"" and ""need for the intervention""; confirmed by means of a CFA with adequate fit indicators (CFI=.962, TLI=945, RMSEA=.080, SMRS=.040) and appropriate reliability indices (ω=.91). Finally, from the application of the results, it can be noted that the students presented an average level of TC.",21836051 11353848,Revista Iberoamericana de Diagnostico y Evaluacion Psicologica
10.4067/S0717-92002024000300393,2-s2.0-86000736694,1,Article,age; dendrochronology; growth ring; olive,"Dendrochronology is a recognized discipline for the study of chronologies and the evaluation of long-term environmental changes. In Chile, dendrochronological techniques have been used to study different tree species with excellent results. However, there are still species for which we do not know their dendrochronological potential, as is the case for Olivo. The interest of the Campos de Jahuel community in knowing the age of their olive trees and the exact time when they were introduced in the valley opened the door for an exploratory study of this species using dendrochronological techniques. From a sampling of 15 specimens and macroscopic analysis of the growth rings, ages of at least 200 years were obtained. This experience was not without methodological difficulties considering the growth characteristics of olive trees.",07179200 03048799,Bosque
10.1387/pceic.26853,NA,NA,NA,NA,NA,NA,NA
10.1002/casp.2831,2-s2.0-85196704972,3,Article,egalitarianism; inequality; longitudinal; RI-CLPM; social dominance; trust; unions,"Despite the fundamental role of unions in reducing economic inequality, social psychology still needs to incorporate the systematic study of unions concerning the contemporary theories of intergroup inequality. In this study, we do so by testing the reciprocal relationship between trust in unions and social-dominance orientation egalitarianism (SDO-E) over time. Using data from the Longitudinal Social Survey of Chile, which is a panel study with a representative sample of urban areas, we carried out a Random Intercept Cross-Lagged Panel Model with four waves (2016–2019, N = 2972–2153). We controlled the main effect by sex, age, political ideology and educational level. The results show a positive relationship between SDO-E and trust in unions within and between levels. This means that people who trust in unions also tend to have higher SDO-E (between effect), and an intraindividual increase in trust in labour unions tends to be followed by an increase in SDO-E (within effect). Trusting unions as an institution that promotes the hierarchy reduction between workers and employers helps increase people's SDO-E over time. Please refer to the Supplementary Material section to find this article's Community and Social Impact Statement.",10991298 10529284,Journal of Community and Applied Social Psychology
10.7440/res87.2024.05,2-s2.0-85183435807,2,Article,economic uncertainties; low-income women; provisioning strategies; Santiago de Chile,"This article delves into the provisioning strategies employed by low-income women in Santiago, Chile, to deal with the economic uncertainties that were exacer-bated in the context of the COVID-19 pandemic. Provisioning strategies encompass both paid and unpaid work that women engage in to ensure the well-being of their households. To investigate these strategies, a series of qualitative follow-up interviews were conducted with fourteen female heads of households. The findings are catego-rized into three provisioning strategies: 1) caregiving, 2) resourcefulness, and 3) savings. These strategies are analyzed as a continuum of practices that are part of women's provisioning tasks. These practices do not conform to traditional distinctions between the public and private spheres, they adapt to the demands of the context, and they are not seen as transferable to others. Exploring provisioning strategies serves a dual purpose: firstly, it seeks to understand the economic pressures caused by the social context marked by high levels of political and economic uncertainty, and secondly, it allows us to analyze the economic adjustment practices that women had to develop to sustain life in a changing environment shaped by the cycles of the COVID-19 pandemic.",19005180 0123885X,Revista de Estudios Sociales
10.5281/zenodo.10045910,2-s2.0-85183177892,1,Article,Artificial intelligence; community; engagement; Gusinde; higher education,"Artificial intelligence is a very recent technology, but it has a high impact on higher education. Its use has consequences in teaching, evaluation methods, management, and administration of institutions, as well as in scientific research. However, another function of higher education is public engagement, previously known as extension. Interestingly, while its importance and value are recognized, it also presents some complexities, such as its broad definition and its various forms it takes. In this scenario, this article asks about the possible advantages that artificial intelligence would have to support public engagement within higher education institutions. To do this, a research project on the anthropologist Martin Gusinde (who studied the societies of the southernmost part of America at the beginning of the 20th century) is considered and from there, concrete (and long-term) ways are proposed in which scientific knowledge can use artificial intelligence to develop public engagement. Some ethical aspects are analyzed and it is concluded that the relationship between artificial intelligence and public engagement can be fruitful, but arguments that consider as many aspects as possible must be developed within higher education to make informed decisions.",26108046 23436131,Encuentros (Maracaibo)
10.4067/S0718-00122024000100080,2-s2.0-85198404204,2,Article,human consumption; redistribution; Wastewater,"We analyze the existing conflict between farmers and drinking water companies around the property of treated wastewater that is evacuated to the Mapocho river, product of the supply and sanitation of the city of Santiago, and that is used by the irrigators that are located downstream of the discharge points of the treatment plants. The conflict warned here now has a new element: a regulatory framework that, from the year 2022, establishes a priority in the use of water for human consumption and sanitation, distorting the equitable redistribution of water resources in times of drought.",07180012 07172877,Ius et Praxis
10.1007/s11092-023-09425-2,2-s2.0-85180646623,8,Article,Educational policy re-contextualization; School actors in accountability contexts; School quality in competitive contexts; Schools in disadvantaged contexts; Standardized assessments,"Accountability policies through standardized testing are widespread in diverse educational systems. Based on an ethnographic research study, we sought to understand how a learning assessment policy, used for over three decades in primary and lower secondary education, is lived and interpreted in daily school life in Chile. This article analyzes how learning assessment policies are re-contextualized (translated and interpreted) in three elementary and high schools located in poor neighborhoods with different performance categorization according to students’ test results. We conducted interviews and observations with teachers and school leadership team members. Results show that school actors experience the effects of testing both as a menace and as a pressure despite their different school categorization performance. They consider the tests a decontextualized and unjust measurement and therefore respond with similar strategies that seek to avoid these negative consequences. This study contributes to understanding the effects of tight accountability systems that attempt to place different levels of pressure through categorization.",18748600 18748597,"Educational Assessment, Evaluation and Accountability"
10.5027/psicoperspectivas-vol23-issue3-fulltext-3280,2-s2.0-85210178879,0,Article,Chile; dictatorship; human rights violations; revolt; social psychology of memory,"The commemoration of the 50th anniversary of the 1973 coup d'état in Chile was marked by the impact of the human rights violations perpetrated during the social revolt that began on October 18, 2019. This has led to consider as a failure the commitment to the “never again” and the guarantees of non-repetition. In this paper, we analyze memories of the recent past and the relationships established between the political violence, memories dictatorship and the political violence of the present. Specifically, memories of people who were high school students during the revolt and actively participated in it, considering that they have been relevant protagonists of recent history. Three qualitative interviews were conducted and subsequently analyzed from the perspective of critical discourse analysis. Main results were organized according to the connections of state violence towards the revolt with the past and with the continuities and specificities of political violence. This allows us to conclude that in the memories of these people a continuity of State political violence has been installed, although re-signified from their own activist experiences.",07186924,Psicoperspectivas
10.1080/02615479.2024.2358845,2-s2.0-85194897173,3,Article,Chilean dictatorship; history; Memory; social work; teaching human rights,"How should we teach recent history to uncover the links between social work and human rights? To answer this question, we critically analyze recent events in Chile with an emphasis on the training process of social work students. A series of recent events have revived the debate on memory, the guarantee of non-repetition, and human rights. The estallido social (2019), attempts to reform the constitution inherited from the military dictatorship, and the commemoration of the 50th anniversary of the coup (2023) all confirm the importance of training policies, remembrance, and teaching practices in transmitting to new generations the experience gained while assisting victims of human rights violations and crimes against humanity. We review three time frames, which we illustrate through interviews and examples of collaborative and teaching work that contextualize social work education in human rights, exploring possible ways to promote remembrance and support the search for truth, justice, and guarantees of non-repetition. Lastly, based on our findings, we propose key training and research topics that can be implemented in undergraduate and graduate education in the region.",14701227 02615479,Social Work Education
10.5027/psicoperspectivas-vol23-issue3-fulltext-3279,2-s2.0-85210289146,1,Article,conflict; generations; social memory; transmission,"In the context of the commemoration of the 50th anniversary of the coup d'état in Chile, questions about what, how, and from where to transmit memories of the past are pressing. In memory studies, research on generational transmission has been situated in post-conflict scenarios, centered mainly on the entrepreneurs of memory, what is transmitted and its recipients. Considering the political-social complexity that Chilean society faces with the increase of political polarization, and the fact that Social Sciences work with “sensitive concepts”, this article problematizes the concept of generational transmission from two research projects located in contexts where conflict is still present, as is the case of an “emblematic” neighborhood that became “critical” and the case of mobilizations disputing gender. The analysis of data produced through participant observations and interviews allows reconfiguring the notion of transmission by that of generational connection, where it is necessary to consider joint actions, materialities and intergenerational dialogue for its approach.",07186924,Psicoperspectivas
